urgency,subject
0,Natural Gas 101  April 25-26 Phoenix; May 8-9 Chicago;  June 13-14  Houston
0,Your daily e-mail from the BBC
0,svn commit: samba r22154 - in branches: SAMBA_3_0/source/include 	SAMBA_3_0/source/libsmb SAMBA_3_0_25/source/include 	SAMBA_3_0_25/source/libsmb
1,[perl #42359] [PATCH] Assorted cleanups - part III (Intel C++) 
0,svn commit: samba r22155 - in branches: SAMBA_3_0/source/client 	SAMBA_3_0_25/source/client
0,Re: [R] How do I back transforme ordinary log-krigged prdiction 	values?
1,[R] Clustered vectors
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,The Biggest Battle in Baghdad in Weeks...
0,"PE Today: Dobbs Joins The ""Family"""
0,Re: [perl #42359] [PATCH] Assorted cleanups - part III (Intel C++)
0,[Ip-health] NY Times: Congress Seeks Compromise on Generic Biologics
0,[Ip-health] WSJ editorial on generic biologics bills
0,Re: [perl #42359] [PATCH] Assorted cleanups - part III (Intel C++)
0,New TopCoder(R) Studio contest posted
0,=?utf-8?Q?New_TopCoder=C2=AE_Studio_contest_posted?=
0,"FOXNews.com CEO NewsBrief - April 10, 2007"
1,Re: [R] How do I back transforme ordinary log-krigged prediction  values?
1,Re: [R] How do I back transforme ordinary log-krigged prediction  values?
0,"Recognizing and Recovering Energy Theft  May 3-4 Nashville, TN"
0,Re: Typo in /debian/README
0,"Russ Mitchell: Imus In The Morning, Noon And Night"
1,Re: [R] Rserve and R to R communication
1,Re: Sorting dir output
0,"Re: [R] Problem installing gnomeGUI in Ubuntu: ""HAVE_ORBIT"" was  never defined"
1,Re: Not-so-mass bug filing for the patented IDEA algorithm
0,FNC Alert
0,[Ip-health] NGOs respond to Abbott $1000 Price for Aluvia
1,call for help: pdd15 implementation
0,[Ip-health] Minicurso Patentes en Foro VIH/Sida Buenos Aires
0,CNN.com Daily Top 10
0,[cc-devel] wpLicense 0.7.6 Available
0,Re: Sorting dir output
0,Re: [R] Reasons to Use R
0,CBSNews.com News Alert! Birkhead Says Test Shows He Fathered Anna Nicole's Baby
0,CNN Breaking News
0,svn commit: samba r22156 - in branches/SAMBA_4_0: . 	source/script/tests
0,Larry Birkhead is the Father!
0,Rev 11813: - Lazy evaluate variable names. in 	file:///home/jelmer/bzr.samba/SAMBA_4_0/
0,News Summary
0,U.S. embarks on a trade fight with China
0,svn commit: samba r22157 - in branches: SAMBA_3_0/source/nmbd 	SAMBA_3_0_25/source/nmbd
0,Re: [R] sem vs. LISREL: sem fails
0,An Invitation to Talk
0,SHOWBIZ TONIGHT NEWS ALERT: Daddy Determined in Anna Nicole Baby          Battle!
0,CBS Evening News with Katie Couric E-Mail Alert
0,Re: [R] Barplot legend position
0,Re: Sorting dir output
1,Data Mungling - Address Book;
1,[R] Kmeans cluster analysis
0,Birkhead's the Father
0,Stock Quote Notification for ONEOK Inc.
0,"New SEC Document(s) for Netflix, Inc."
1,[R] Computing fundamental harmonics from a periodogram
0,svn commit: samba r22158 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
1,Rev 5346: typofix in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Re: [R] Rserve and R to R communication
1,Re: Data Mungling - Address Book;
0,Rev 5347: merge from upstream in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Re: Data Mungling - Address Book;
0,Re: Data Mungling - Address Book;
0,Re: tdb docs
0,"Microsoft Connected Services Framework Series: $7,500 Assembly  Competition starts today"
0,Google Alert - bush
0,"The CNN Political Ticker PM, Tuesday, April 10, 2007"
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
1,[R] sas.get problem
0,Re: [sugar] Error starting up sugar
0,[sugar] [PATCH] telepathy-python: search XDG directories for 	.manager files
1,[R] Memory management
0,"Re: fix SASL ""GSSAPI"" bind against w2k3"
0,The number of severely obese is on the rise...why?  We'll tell you tonight on the CBS Evening News with Katie Couric
0,Re: [R] sas.get problem
0,Re: Debian-approved creative/content license?
1,modifying classes after they're instantiated
1,[R] Positioning in xyplot
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,Re: [R] Positioning in xyplot
0,Re: [R] sas.get problem
0,svn commit: samba r22159 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
0,Re: wrt inotify problem
0,"Stock Quote Notification for Netflix, Inc."
0,Stock Quote Notification for NTELOS Holdings Corp.
0,Stock Quote Notification for Napster
0,Stock Quote Notification for SatCon Technology Corporation
0,CNN Alerts: bush
0,Re: modifying classes after they're instantiated
0,Re: [R] Reasons to Use R
0,Re: [R] Positioning in xyplot
0,[perl #42427] [CAGE] cleanup perlcritic errors 
0,Re: [R] Reasons to Use R
0,Re: [R] Reasons to Use R
1,[R] tapply and storage
0,Build status as of Wed Apr 11 00:00:02 2007
0,Re: modifying classes after they're instantiated
0,Renewable fuel standards issued for cars
1,[R] p-value and significance code
0,4/10 815p Update: Shuttle launch target now June 8
0,Re: [R] Reasons to Use R
0,Re: [R] Positioning in xyplot
0,Rev 85: - add --daemon flag to ctdb_fetch test code in 	http://samba.org/~tridge/ctdb
0,Rev 86: forgot to add ctdb_client.c in http://samba.org/~tridge/ctdb
1,[R] problems understanding sapply
0,Re: tdb_transaction_cancel
0,svn commit: samba r22160 - in 	branches/SAMBA_4_0/source/script/tests: .
0,Re: modifying classes after they're instantiated
0,[perl #42429] [BUG]:  docs/submission.pod:  Confusing use of term 'test' 
0,Re: [R] problems understanding sapply
0,podracer with debian updates
0,Re: [R] problems understanding sapply
0,Rev 88: partially completed work towards full messaging system 	which will work in both daemon and standalone mode. Does not 	compile\! committing so ronnie can continue while I'm out in 	http://samba.org/~tridge/ctdb
0,Rev 87: merge from ronnie in http://samba.org/~tridge/ctdb
0,Re: modifying classes after they're instantiated
0,CNN Alerts: bush
1,[R] Function knn.dist from knnflex library
1,System call 
0,Re: System call
1,[R] crosstabs in R?
0,11-Apr-07
0,Re: [R] crosstabs in R?
0,[Slashdot] Headlines for 2007-04-11
0,Re: tdb_transaction_cancel
0,svn commit: samba r22161 - in 	branches/SAMBA_4_0/source/script/tests: .
0,"Rev 89: merge from ronnie, 	plus complete the client side of inter-node messaging in 	http://samba.org/~tridge/ctdb"
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,CGI Header
0,Re: CGI Header
0,Re: tdb_transaction_cancel
0,Re: tdb_transaction_cancel
0,svn commit: samba r22162 - in 	branches/SAMBA_4_0/source/script/tests: .
0,svn commit: samba r22163 - in branches: SAMBA_3_0/source/rpc_parse 	SAMBA_3_0_25/source/rpc_parse
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,Rev 91: add proper support for ctdb_connect_wait in daemon mode in 	http://samba.org/~tridge/ctdb
0,Rev 90: fixed sending messages to ourselves in non-daemon mode in 	http://samba.org/~tridge/ctdb
0,Rev 92: use the new connect_wait code in the ctdb_messaging test in 	http://samba.org/~tridge/ctdb
0,Re: [R] Rserve and R to R communication
0,Rev 93: added --num-clients option to ctdb_messaging test in 	http://samba.org/~tridge/ctdb
0,Re: tdb_transaction_cancel
0,svn commit: samba r22164 - in branches: SAMBA_3_0/source/tdb/common 	SAMBA_3_0_25/source/tdb/common
0,Re: [R] Memory management
0,svn commit: samba r22165 - in 	branches/SAMBA_4_0/source/lib/tdb/common: .
0,Re: [R] Function knn.dist from knnflex library
0,We're Still Saving Your FREE Trial!
1,[R] Using Sampling Weights in R
0,Re: [R] Reasons to Use R
0,[Slashdot] Stories for 2007-04-11
0,Re: [R] Reasons to Use R
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [perl #42271] [PATCH] Borland C++ cleanups
0,"Re: [R] plot log scale, axis original scale"
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,svn commit: samba r22166 - in 	branches/SAMBA_4_0/source/heimdal_build: .
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [R] read.spss (package foreign) and SPSS 15.0 files
0,Re: [perl #42271] [PATCH] Borland C++ cleanups
0,Re: modifying classes after they're instantiated
0,[perl #42430] [PATCH] make :vtable imply :method 
1,[R] hypothesis testing
0,Re: Working on punie + rindolf (the implementation) Reloaded
0,Re: Working on punie + rindolf (the implementation) Reloaded
0,CBS SportsLine Daily Sports Report
0,Re: [perl #42430] [PATCH] make :vtable imply :method
0,Re: [R] Rserve and R to R communication
0,Re: modifying classes after they're instantiated
0,Re: Working on punie + rindolf (the implementation) Reloaded
0,Re: Working on punie + rindolf (the implementation) Reloaded
1,[R] Boxplot names format
0,Re: [cc-devel] wpLicense 0.7.6 Available
0,News & Views | 04.10.07
0,Re: [R] sas.get problem
0,putsch: Dictionary.com Word of the Day
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,Re: CGI Header
0,Re: Hinner EDV: Correct Logo Usage?
0,[Ip-health] Minicurso Patentes en Foro VIH/Sida Buenos Aires
0,Re: [R] Boxplot names format
0,[Ip-health] Financial Times: Malaria drug for the poor ' a bad idea'
0,Re: [R] Boxplot names format
0,Advertisers pull sponsorship of Imus' show
0,Re: [R] Computing fundamental harmonics from a periodogram
1,[R] enable-R-shlib ?
1,[R] Random Forest Imputations
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,"MSN-list Digest, Vol 7, Issue 85"
0,Re: [sugar] Error starting up sugar
0,"[ANNOUNCE] Hackathon Toronto, Saturday April 28"
0,Re: [cc-devel] wpLicense 0.7.6 Available
0,svn commit: samba r22167 - in 	branches/SAMBA_4_0/source/script/tests: .
0,Re: [R] enable-R-shlib ?
0,Re: [R] p-values and significance
0,Re: Working on punie + rindolf (the implementation) Reloaded
0,Re: [R] Random Forest Imputations  [Broadcast]
0,ConocoPhillips backs carbon regulation
0,Daily Power Report
0,Re: [R] Random Forest Imputations [Broadcast]
0,svn commit: samba r22168 - in 	branches/SAMBA_4_0/source/script/tests: .
0,Explosions rock Algerian capital
0,Re: [cc-devel] wpLicense 0.7.6 Available
1,[R] ASYMMETRIC DCC MGARCH
0,svn commit: samba-docs r1093 - in trunk/manpages-3: .
0,Browne 'not happy with navy deal'
0,IRS e-News for Small Businesses
0,svn commit: samba r22169 - in branches/SAMBA_3_0_25/source/utils: .
0,Ethical Issues - Your questions
1,[R] Boxplot with quartiles generated from different algorithms
0,svn commit: samba r22170 - in branches/SAMBA_4_0: 	source/script/tests testprogs/blackbox
0,Rev 94: merge from ronnie in http://samba.org/~tridge/ctdb
0,Rev 95: merge from volker in http://samba.org/~tridge/ctdb
0,Rev 96: use lib/replace for signal.h in 	http://samba.org/~tridge/ctdb
0,Rev 97: use event_loop_wait instead of while(1) in 	http://samba.org/~tridge/ctdb
0,svn commit: samba r22171 - in 	branches/SAMBA_4_0/source/torture/rpc: .
1,Converting to log file to CSV
0,Re: [R] Memory management
1,[R] negative variances
0,svn commit: samba r22172 - in branches/SAMBA_3_0/source/include: .
0,svn commit: samba r22173 - in branches: SAMBA_3_0/source/nsswitch 	SAMBA_3_0_25/source/nsswitch
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,Re: inappropriate use of Debian Official Use Logo (Re: Hinner EDV: 	Correct Logo Usage?)
0,"CNN Political Ticker AM, Wednesday, April 11, 2007"
0,Re: [perl #42430] [PATCH] make :vtable imply :method
0,Re: [R] Boxplot names format
0,svn commit: samba r22174 - in branches/SAMBA_3_0_25/packaging/RHEL: 	.
0,"Cost-Effective Transmission Technology Investment May 3-4 2007  Nashville, TN"
0,Rev 11822: Initial work on adding a 'member' environment. in 	file:///home/jelmer/bzr.samba/SAMBA_4_0/
0,svn commit: samba r22175 - in branches/SAMBA_3_0/packaging/RHEL: .
0,Re: [R] Reasons to Use R
0,svn commit: samba r22176 - in 	branches/SAMBA_4_0/source/torture/local: .
0,svn commit: samba r22177 - in 	branches/SAMBA_4_0/source/script/tests: .
0,Re: [R] negative variances
0,Rev 11823: Initial work on adding a 'member' test environment. in 	file:///home/jelmer/bzr.samba/SAMBA_4_0/
0,Rev 11824: Initial work on a 'member' test environment. in 	file:///home/jelmer/bzr.samba/SAMBA_4_0/
0,Re: relevancy of saens as a member of ftp.us.d.o ?
0,Re: [R] Multivariate GARCH model in R
1,pugs: aborting smoke tests
0,Re: Converting to log file to CSV
0,News Summary
1,"[R] Programming Problem (for loop, random # control, 	3 dimentional graph)"
0,Swiss Skin Care Anti-perspirant is back! FREE shipping on orders over $25
0,Re: [R] Memory management
1,Using regular expressions with delimitaters
0,Re: Working on punie + rindolf (the implementation) Reloaded
0,CNN Alerts: bush
0,Re: [R] Memory management
0,Re: [Samba] SMB Signature verification failed when establish trust 	with win2003 domain
1,Summary from Tuesday's BUgzilla Day
0,Re: [R] Random Forest Imputations [Broadcast]  [Broadcast]
1,[R]  Kmeans cluster analysis
0,FNC Alert
0,RE: Using regular expressions with delimitaters
0,Re: Using regular expressions with delimitaters
1,Looking for someone to repro BUG 4503
0,"Capacity Markets  June 4-6, 2007  Washington DC"
1,[R] graphs superimposed on pictures?
1,[R] MAFA and DFA for short time series
1,"linux, windows and vmware"
0,CBSNews.com News Alert! Sources Say All Duke Rape Charges To Be Dropped
0,Re: [R] Computing fundamental harmonics from a periodogram
0,CNN Alerts: bush
0,Re: Looking for someone to repro BUG 4503
0,Re: 3.0.25pre2 winbind woes
0,Re: Working on punie + rindolf (the implementation) Reloaded
0,Stock Notification for NTELOS Holdings Corp.
0,Stock Notification for SatCon Technology Corporation
0,Stock Notification for ONEOK Inc.
0,"Stock Notification for Netflix, Inc."
0,Stock Notification for Napster
0,"Re: [R] Programming Problem (for loop, random # control, 	3 dimentional graph)"
0,Re: Looking for someone to repro BUG 4503
1,[R] Why warnings using lmer-model with family=binomial
0,svn commit: samba-docs r1094 - in trunk/smbdotconf/misc: .
0,Re: [R] Kmeans cluster analysis
0,"In The News: Larry Birkhead, Leeza Gibbons, Snoop Dogg"
0,"Re: [R] Programming Problem (for loop, random # control, 	3 dimentional graph)"
0,Rev 5348: merge from upstream in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Rev 5349: open registry tdb with sequence number. preparation to 	loadparm integration of registry global smb.conf optins: this 	allows to detect changes in order to trigger reload. in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Re: [R] sas.get problem
0,Re: CGI Header
0,Re: [R] Reasons to Use R
0,"The Skinny: April 11, 2007"
0,"Re: linux, windows and vmware"
0,Re: [R] crosstabs in R?
0,Re: [R] graphs superimposed on pictures?
0,FASB 133: Accounting for Derivatives  Apr 10 Atlanta; Apr 18 Houston;  May 8 Chicago
0,Rev 5350: add function for retrieval of redb seqnum. in 	http://samba.sernet.de/ma/bzr/SAMBA_3_0-registry.bzr/
0,Re: [R] MAFA and DFA for short time series
1,Dialog and Tempfiles in Perl
0,Re: [R] negative variances
0,[Ip-health] Letter to G4 heads of trade delegation at Delhi WTO trade talks
0,Re: wrt inotify problem
0,[Ip-health] Program of 15th Annual Fordham Conference: INTERNATIONAL INTELLECTUAL PROPERTY LAW & POLICY
0,[Ip-health] IHT: Thailand defies drug makers on patent issue
1,[R] Reshape and column order
0,Re: [R] sas.get problem
1,Looking for account on Debian-amd64 system
0,Re: [R] Computing fundamental harmonics from a periodogram
0,Re: [R] graphs superimposed on pictures?
0,Re: [R] Reasons to Use R
0,Re: Dialog and Tempfiles in Perl
0,Re: [R] graphs superimposed on pictures?
0,Re: pugs: aborting smoke tests
0,"RE: linux, windows and vmware"
1,"[R] persp Error. x,y,z with the same length"
0,Re: Dialog and Tempfiles in Perl
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,4/11 1145a Update: CBS SPACE NEWS EMAIL ADVISORY
1,[R]  Reasons to Use R
0,Re: [R] graphs superimposed on pictures?
0,In tonight's programme
0,News Summary
0,Re: [R] graphs superimposed on pictures?
0,Western Renewable Power Development Summit  May 7-9  San Francisco
0,[Ip-health] Discount Price Offered for Kaletra/Aluvia  - What Abbott must do next
0,Re: CGI Header
0,Re: [R] Using Sampling Weights in R
0,Re: [R] Reasons to Use R
1,Re: [R] graphs superimposed on pictures?
0,Re: [sugar] upcoming goals for sugar for april and may
1,Re: [R] graphs superimposed on pictures?
1,Re: pugs: aborting smoke tests
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,"The Internet Patrol -  GPS Enabled Internet,   or Internet Enabled GPS - The Next Advertising Frontier"
1,"Re: [R] persp Error. x,y,z with the same length"
1,"Re: linux, windows and vmware"
0,Re: [R] Reasons to Use R
0,Re: [R] Reasons to Use R
1,"Re: [R] persp Error. x,y,z with the same length"
0,[R] creating a path diagram in sem
0,Re: [R] Reasons to Use R
0,Re: smb service discovery support
1,Re: [Samba] Re: Win32 services management?
0,CNN Alerts: My Custom Alert
1,[R] Significance p.values for partial.cor
1,Re: smb service discovery support
0,Re: smb service discovery support
0,TONIGHT ON SHOWBIZ TONIGHT- CNN HEADLINE PRIME 11pm ET/ 11pm PT
0,Re: [R] Reasons to Use R
0,Re: [R] sas.get problem
0,Re: smb service discovery support
0,Re: Hinner EDV: Correct Logo Usage?
0,Re: [R] Reasons to Use R
1,[R] Error with corCompSymm and lme fit for repeated measures
0,TCO Round 1C
0,Re: [R] creating a path diagram in sem
1,[R] Questions about statistics: ARIMA modeling seasonal MA term 	close to -1
0,Re: [R] Reasons to Use R  [Broadcast]
0,Re: [R] sas.get problem
0,Your daily e-mail from the BBC
1,problems with thinkpad 770Z
0,Re: [R] Reasons to Use R
0,Re: [R] graphs superimposed on pictures?
0,Re: [R] sas.get problem
1,[R] Help with pexp( )
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,Re: [perl #42430] [PATCH] make :vtable imply :method
0,Re: [R] sas.get problem
0,Re: [R] sas.get problem
1,"[R] sem is not ""taking"" the model"
0,Hannah Storm: The Imus Story Keeps Getting Bigger
0,Re: Best notebook
0,FNC Alert
0,CBSNews.com News Alert! Duke Lacrosse Players Cleared
0,CNN Breaking News
1,Different behavior between Samba and Windows: ChangeTime
1,[R] User defined grid on map
0,FNC Alert
0,Re: [R] Help with pexp( )
0,Re: CGI Header
0,Re: [R] Positioning in xyplot
0,US extends soldiers' tour of duty
0,CNN Breaking News
0,"FOXNews.com CEO NewsBrief - April 11, 2007"
0,Test Your Poker Skills For Free
0,FNC Alert
0,Re: [R] Help with pexp( )
0,Re: [R] Help with pexp( )
0,CNN.com Daily Top 10
0,Re: [R] Help with pexp( )
0,ONEOK and ONEOK Partners to Present at AGA Financial Forum
0,PE Today: Duke Redux
0,Re: [R] Why warnings using lmer-model with family=binomial
0,"""Innocent"""
0,Re: [R] sas.get problem
0,Can a comic make it on Capitol Hill?
0,CBS Evening News with Katie Couric E-Mail Alert
0,Re: [R] sas.get problem
1,Extending Troop Tours
0,CNN Breaking News
1,Exporting Data to a file which can be read from Excel?
0,News Summary
0,Re: [R] Positioning in xyplot
0,svn commit: samba-docs r1095 - in trunk/smbdotconf/security: .
0,Stock Quote Notification for ONEOK Inc.
0,Ford CEO's Bush joke blown out of proportion
0,Re: [R] Reasons to Use R
0,Re: [R] sas.get problem
0,Re: [R] Reasons to Use R
0,"Re: [R] sem is not ""taking"" the model"
0,Charges Dropped Today in Duke Case
0,Latest Computing News
0,"The CNN Political Ticker PM, Wednesday, April 11, 2007"
0,Re: [R] sas.get problem
1,[R] how to reverse a list
0,svn commit: samba-docs r1096 - in trunk/manpages-3: .
0,[cc-devel] Creative Commons TechBlog
1,"[R]  help with lmer,"
0,Wolfowitz serene about probe of girlfriend
0,"Three open development competitions: $7,200 in prizes."
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
1,debian etch netinstall 32 bit iso like is already provided for sarge 	release
1,[R] Looping through series of names
0,Re: [R] Positioning in xyplot
0,=?iso-8859-1?Q?Today's_WeatherDirect_Forecast_for_Waterloo?=
0,Google Alert - bush
1,Re: [R] how to reverse a list
0,CNN Breaking News
0,Re: [R] how to reverse a list
0,CBSNews.com News Alert! MSNBC Drops Imus
1,Re: [R] how to reverse a list
1,A possible weakened rephrase of clause 5d [was: Re: GPL v3 Draft 3-  text and comments]
0,All charges are dropped in the Duke Lacrosse case--we have an exclusive with one of the families.  That's tonight on the CBS Evening News with Katie Couric
0,Re: Exporting Data to a file which can be read from Excel?
0,Re: [R] how to reverse a list
0,Re: [R] Positioning in xyplot
0,Re: [R] how to reverse a list
0,Stock Quote Notification for Napster
0,Stock Quote Notification for SatCon Technology Corporation
0,Stock Quote Notification for NTELOS Holdings Corp.
0,"Stock Quote Notification for Netflix, Inc."
0,"Re: [R] sem is not ""taking"" the model"
0,Re: [R] how to reverse a list
0,Re: [R] Reasons to Use R
0,Re: [R] sas.get problem
0,svn commit: samba r22179 - in branches/SAMBA_4_0/services: .
0,Re: Looking for someone to repro BUG 4503
0,Re: [R] User defined grid on map
0,Re: [R] Kmeans cluster analysis
0,"Re: [R] help with lmer,"
0,Re: [R] Reasons to Use R
1,[R] Calling LAPACK functions directly from R
0,"Re: [R] help with lmer,"
0,Can mysql-nonfree be resurrected?
0,Build status as of Thu Apr 12 00:00:02 2007
0,Re: [R] sas.get problem
0,Re: debian etch netinstall 32 bit iso like is already provided for 	sarge release
0,Re: [R] how to reverse a list
0,[perl #42337] [PATCH]:  Configure.pl:  Refactor list of steps into Parrot::Configure::Step::List 
0,svn commit: samba r22180 - in 	branches/SAMBA_4_0/source/script/tests: .
0,[perl #42337] [PATCH]:  Configure.pl:  Refactor list of steps into Parrot::Configure::Step::List 
0,Rev 98: merge from ronnie in http://samba.org/~tridge/ctdb
1,thinkpad 600e and lucent wavelan pcmcia
0,"Re: linux, windows and vmware"
0,"Re: linux, windows and vmware"
0,Rev 99: merge from vl in http://samba.org/~tridge/ctdb
0,"Re: linux, windows and vmware"
0,Logo trademark license vs. copyright license
0,svn commit: samba r22181 - in branches: SAMBA_3_0/source/lib 	SAMBA_3_0_25/source/lib
0,Re: inappropriate use of Debian Official Use Logo
0,"Re: linux, windows and vmware"
0,Re: thinkpad 600e and lucent wavelan pcmcia
0,Re: Looking for someone to repro BUG 4503
1,Re: [R] Boxplot with quartiles generated from different algorithms
0,Re: samba profiling and pcp pmda
1,[R] Regression on two time series
0,svn commit: samba r22182 - in branches/SAMBA_4_0/source: .
0,12-Apr-07
0,svn commit: samba r22183 - in branches/SAMBA_4_0/source: .
0,You... In My Dreams
0,[Slashdot] Headlines for 2007-04-12
0,Re: modifying classes after they're instantiated
0,Re: samba profiling and pcp pmda
0,Re: samba profiling and pcp pmda
0,[sugar] gabble segfaults and how to reproduce them
0,"Re[2]: linux, windows and vmware"
0,svn commit: samba r22184 - in 	branches/SAMBA_4_0/source/torture/auth: .
0,Re: [sugar] gabble segfaults and how to reproduce them
1,[cc-devel] My SoC project was accepted!
0,AccuWeather.com Alert(tm) Advisory  (avcavc)
0,AccuWeather.com Alert(tm) Forecast For User|AVCCVA
0,AccuWeather.com Alert(tm) Forecast For User|AVCAVC
0,FNC Alert
0,CNN Breaking News
1,Difference between $ and $$ in function defn
1,Re: Difference between $ and $$ in function defn
1,[Proposed PATCH] Change libparrot Names and Locations
1,Debian GNU/Linux (kfreebsd anyone?) Lenny Desktop wishlist thread
1,Re: [cc-community] Does BY-SA extend to a newspaper?
1,Re: [cc-community] Does BY-SA extend to a newspaper?
1,Re: [cc-community] Does BY-SA extend to a newspaper?
1,Re: [cc-community] Does BY-SA extend to a newspaper?
1,Re: [cc-community] Does BY-SA extend to a newspaper?
1,Re: [cc-community] Fwd: [Libre-Discuss] Science of Identity cult 	agents attempt take-down of chriskcon.com based in spurious 	copyright law evocations
1,Re: [cc-community] Fwd: [Libre-Discuss] Science of Identity cult 	agents attempt take-down of chriskcon.com based in spurious 	copyright law evocations
1,Re: [cc-community] Wikitravel nominated for Webby Award in Travel 	category
1,"Re: [PATCH] Test Samba4 PKINIT code, update socket-wrapper"
1,"Re: [PATCH] Test Samba4 PKINIT code, update socket-wrapper"
1,Re: [perl #42474] [PATCH] Remove dangling enum commas
1,Re: [perl #42474] [PATCH] Remove dangling enum commas
1,Re: [perl #42475] [PATCH] Change asm() to __asm__()
1,Re: [perl #42475] [PATCH] Change asm() to __asm__()
1,Re: [Proposed PATCH] Change libparrot Names and Locations
1,Re: [Proposed PATCH] Change libparrot Names and Locations
1,Re: [Proposed PATCH] Change libparrot Names and Locations
1,Re: [R] apply problem
1,Re: [R] Assignment from list
1,Re: [R] Calling LAPACK functions directly from R
1,Re: [R] class and method
1,Re: [R] Computing fundamental harmonics from a periodogram
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv 	files
1,Re: [R] Construct time series objects from raw data stored in csv  files
1,Re: [R] data file import - numbers and letters in a matrix(!)
1,Re: [R] data file import - numbers and letters in a matrix(!)
1,Re: [R] Difficulty with formatting scatter.smooth output
1,Re: [R] Difficulty with formatting scatter.smooth output
1,Re: [R] Embedding Fonts in eps Files - Required by Publisher
1,Re: [R] Fractals with R
1,Re: [R] Fractals with R
1,Re: [R] Fractals with R
1,Re: [R] Fractals with R
1,Re: [R] Getting and using a function
1,Re: [R] Getting and using a function
1,Re: [R] Getting and using a function
1,Re: [R] Getting and using a function
1,Re: [R] GLM with random effects
1,Re: [R] graphics - wireframe
1,Re: [R] graphics - wireframe
1,Re: [R] graphics question: tilted axis labels?
1,Re: [R] graphics question: tilted axis labels?
1,Re: [R] graphics question: tilted axis labels?
1,Re: [R] graphics question: tilted axis labels?
1,Re: [R] graphs superimposed on pictures?
1,Re: [R] How to manipulate the pointer of a file?
1,Re: [R] How to manipulate the pointer of a file?
1,Re: [R] how to reverse a list
1,Re: [R] if/else construct
1,Re: [R] installing new packages
1,Re: [R] LME: internal workings of QR factorization
1,Re: [R] Looping through series of names
1,Re: [R] Looping through series of names
1,Re: [R] making a counter of consecitive positive cases in 	time	series
1,Re: [R] Memory management
1,Re: [R] Method dispatch for print() in package its
1,Re: [R] Method dispatch for print() in package its
1,Re: [R] Method dispatch for print() in package its
1,Re: [R] Nonparametric Effect size indices
1,Re: [R] Nonparametric Effect size indices
1,Re: [R] normality test for large sample sizes
1,Re: [R] pattern
1,Re: [R] Positioning in xyplot
1,Re: [R] problems in loading MASS
1,Re: [R] problems in loading MASS
1,Re: [R] problems in loading MASS
1,Re: [R] Putting 2 breaks on Y axis
1,Re: [R] Putting 2 breaks on Y axis
1,Re: [R] Putting 2 breaks on Y axis
1,Re: [R] Putting 2 breaks on Y axis
1,Re: [R] Putting 2 breaks on Y axis
1,Re: [R] Question on ridge regression with R
1,Re: [R] R Source Code
1,Re: [R] R Source Code
1,Re: [R] R Source Code
1,Re: [R] Random Sequence
1,Re: [R] Random Sequence
1,Re: [R] Random Sequence
1,Re: [R] Random Sequence
1,Re: [R] Random Sequence
1,Re: [R] Reasons to Use R
1,Re: [R] Reasons to Use R
